impl,np,road_length,density,repetition,wall_time_ms,avg_velocity
traffic_mpi_opt,4,20000000,0.30,6,12912.119,1.000000
traffic_mpi_opt,4,20000000,0.50,6,12829.144,0.990252
traffic_mpi_opt,4,20000000,0.70,6,12871.328,0.428859
traffic_mpi_opt,4,20000000,0.90,6,12911.853,0.110936
traffic_mpi,2,8000,0.50,7,29.445,0.985043
traffic_mpi_opt,2,8000,0.50,7,11.386,0.985043
traffic_mpi,2,64000,0.50,7,221.411,0.989689
traffic_mpi_opt,2,64000,0.50,7,78.743,0.982162
traffic_mpi,2,500000,0.50,7,1739.595,0.990029
traffic_mpi_opt,2,500000,0.50,7,623.445,0.986880
traffic_mpi,2,2000000,0.50,7,6955.120,0.990433
traffic_mpi_opt,2,2000000,0.50,7,2590.930,0.990146
traffic_mpi,2,5000000,0.50,7,17732.362,0.990433
traffic_mpi_opt,2,5000000,0.50,7,6401.273,0.989939
traffic_mpi,2,10000000,0.50,7,34967.484,0.989782
traffic_mpi_opt,2,10000000,0.50,7,12726.391,0.989719
traffic_mpi,3,8000,0.50,7,929.209,0.994304
traffic_mpi_opt,3,8000,0.50,7,924.198,0.955346
traffic_mpi,3,64000,0.50,7,928.525,0.992786
traffic_mpi_opt,3,64000,0.50,7,927.123,0.981424
traffic_mpi,3,500000,0.50,7,1362.946,0.988297
traffic_mpi_opt,3,500000,0.50,7,926.302,0.987105
traffic_mpi,3,2000000,0.50,7,4684.446,0.990456
traffic_mpi_opt,3,2000000,0.50,7,2137.075,0.990061
traffic_mpi,3,5000000,0.50,7,11908.931,0.988711
traffic_mpi_opt,3,5000000,0.50,7,4651.338,0.989362
traffic_mpi,3,10000000,0.50,7,18042.722,0.990186
traffic_mpi_opt,3,10000000,0.50,7,8860.061,0.989748
traffic_mpi,4,8000,0.50,7,942.058,0.977636
traffic_mpi_opt,4,8000,0.50,7,941.340,0.991416
traffic_mpi,4,64000,0.50,7,941.247,0.984964
traffic_mpi_opt,4,64000,0.50,7,944.878,0.992300
traffic_mpi,4,500000,0.50,7,1366.212,0.986942
traffic_mpi_opt,4,500000,0.50,7,948.067,0.992164
traffic_mpi,4,2000000,0.50,7,4036.765,0.990532
traffic_mpi_opt,4,2000000,0.50,7,1757.581,0.987452
traffic_mpi,4,5000000,0.50,7,9365.170,0.989258
traffic_mpi_opt,4,5000000,0.50,7,3525.885,0.990199
traffic_mpi,4,10000000,0.50,7,18351.311,0.989994
traffic_mpi_opt,4,10000000,0.50,7,6650.403,0.990351
traffic_mpi,5,8000,0.50,7,997.287,0.997963
traffic_mpi_opt,5,8000,0.50,7,989.114,0.955419
traffic_mpi,5,64000,0.50,7,985.306,0.983634
traffic_mpi_opt,5,64000,0.50,7,1005.457,0.993081
traffic_mpi,5,500000,0.50,7,1325.515,0.987610
traffic_mpi_opt,5,500000,0.50,7,1047.474,0.992645
traffic_mpi,5,2000000,0.50,7,3475.704,0.989471
traffic_mpi_opt,5,2000000,0.50,7,1622.669,0.991074
traffic_mpi,5,5000000,0.50,7,7793.138,0.990820
traffic_mpi_opt,5,5000000,0.50,7,3064.493,0.988976
traffic_mpi,5,10000000,0.50,7,15053.943,0.988766
traffic_mpi_opt,5,10000000,0.50,7,5546.217,0.990023
traffic_mpi,6,8000,0.50,7,956.523,0.966214
traffic_mpi_opt,6,8000,0.50,7,969.303,0.981767
traffic_mpi,6,64000,0.50,7,954.569,0.983151
traffic_mpi_opt,6,64000,0.50,7,987.772,0.985812
traffic_mpi,6,500000,0.50,7,1190.379,0.985953
traffic_mpi_opt,6,500000,0.50,7,1018.058,0.989831
traffic_mpi,6,2000000,0.50,7,2914.039,0.991074
traffic_mpi_opt,6,2000000,0.50,7,1418.837,0.990544
traffic_mpi,6,5000000,0.50,7,6456.343,0.989265
traffic_mpi_opt,6,5000000,0.50,7,2616.316,0.989641
traffic_mpi,6,10000000,0.50,7,12427.590,0.990128
traffic_mpi_opt,6,10000000,0.50,7,4570.302,0.990131
traffic_mpi_opt,2,20000000,0.10,7,25016.512,1.000000
traffic_mpi_opt,2,20000000,0.30,7,25580.860,1.000000
traffic_mpi_opt,2,20000000,0.50,7,25266.565,0.990044
traffic_mpi_opt,2,20000000,0.70,7,25309.765,0.428402
traffic_mpi_opt,2,20000000,0.90,7,25292.198,0.111164
traffic_mpi_opt,3,20000000,0.10,7,17086.152,1.000000
traffic_mpi_opt,3,20000000,0.30,7,17024.564,1.000000
traffic_mpi_opt,3,20000000,0.50,7,17031.450,0.989938
traffic_mpi_opt,3,20000000,0.70,7,17190.494,0.428807
traffic_mpi_opt,3,20000000,0.90,7,17074.924,0.111140
traffic_mpi_opt,4,20000000,0.10,7,13276.428,1.000000
traffic_mpi_opt,4,20000000,0.30,7,12917.056,1.000000
traffic_mpi_opt,4,20000000,0.50,7,12848.703,0.989659
traffic_mpi_opt,4,20000000,0.70,7,12918.422,0.428412
traffic_mpi_opt,4,20000000,0.90,7,12815.037,0.111158
traffic_mpi,2,8000,0.50,8,27.603,0.991122
traffic_mpi_opt,2,8000,0.50,8,11.367,0.991122
traffic_mpi,2,64000,0.50,8,227.036,0.985192
traffic_mpi_opt,2,64000,0.50,8,80.203,0.985854
traffic_mpi,2,500000,0.50,8,1774.644,0.988567
traffic_mpi_opt,2,500000,0.50,8,628.830,0.989220
traffic_mpi,2,2000000,0.50,8,7082.769,0.989006
traffic_mpi_opt,2,2000000,0.50,8,2569.284,0.988399
traffic_mpi,2,5000000,0.50,8,17459.315,0.990531
traffic_mpi_opt,2,5000000,0.50,8,6321.509,0.989797
traffic_mpi,2,10000000,0.50,8,34770.893,0.989912
traffic_mpi_opt,2,10000000,0.50,8,12748.508,0.989893
traffic_mpi,3,8000,0.50,8,950.702,0.975793
traffic_mpi_opt,3,8000,0.50,8,938.368,0.991752
traffic_mpi,3,64000,0.50,8,930.041,0.991076
traffic_mpi_opt,3,64000,0.50,8,932.284,0.995387
traffic_mpi,3,500000,0.50,8,1362.203,0.985814
traffic_mpi_opt,3,500000,0.50,8,927.357,0.986707
traffic_mpi,3,2000000,0.50,8,4720.450,0.989304
traffic_mpi_opt,3,2000000,0.50,8,2174.861,0.989087
traffic_mpi,3,5000000,0.50,8,11696.220,0.990172
traffic_mpi_opt,3,5000000,0.50,8,4666.124,0.989477
traffic_mpi,3,10000000,0.50,8,23516.591,0.989058
traffic_mpi_opt,3,10000000,0.50,8,8903.313,0.989875
traffic_mpi,4,8000,0.50,8,949.677,0.999368
traffic_mpi_opt,4,8000,0.50,8,957.655,0.977807
traffic_mpi,4,64000,0.50,8,942.120,0.996478
traffic_mpi_opt,4,64000,0.50,8,951.240,0.988439
traffic_mpi,4,500000,0.50,8,1377.424,0.988569
traffic_mpi_opt,4,500000,0.50,8,940.817,0.988769
traffic_mpi,4,2000000,0.50,8,4085.317,0.990358
traffic_mpi_opt,4,2000000,0.50,8,1751.412,0.990628
traffic_mpi,4,5000000,0.50,8,9368.275,0.988254
traffic_mpi_opt,4,5000000,0.50,8,3567.506,0.990592
traffic_mpi,4,10000000,0.50,8,18436.927,0.988926
traffic_mpi_opt,4,10000000,0.50,8,6652.729,0.990745
traffic_mpi,5,8000,0.50,8,1004.773,0.998350
traffic_mpi_opt,5,8000,0.50,8,996.240,0.989052
traffic_mpi,5,64000,0.50,8,975.485,0.982865
traffic_mpi_opt,5,64000,0.50,8,1014.481,0.981285
traffic_mpi,5,500000,0.50,8,1328.308,0.989236
traffic_mpi_opt,5,500000,0.50,8,1056.644,0.989653
traffic_mpi,5,2000000,0.50,8,3505.296,0.989939
traffic_mpi_opt,5,2000000,0.50,8,1623.251,0.988224
traffic_mpi,5,5000000,0.50,8,7833.286,0.989482
traffic_mpi_opt,5,5000000,0.50,8,3064.020,0.990125
traffic_mpi,5,10000000,0.50,8,15307.010,0.989702
traffic_mpi_opt,5,10000000,0.50,8,5485.443,0.989870
traffic_mpi,6,8000,0.50,8,979.118,0.927245
traffic_mpi_opt,6,8000,0.50,8,979.094,0.996939
traffic_mpi,6,64000,0.50,8,966.421,0.988687
traffic_mpi_opt,6,64000,0.50,8,980.276,0.989920
traffic_mpi,6,500000,0.50,8,1192.750,0.992648
traffic_mpi_opt,6,500000,0.50,8,1022.517,0.990342
traffic_mpi,6,2000000,0.50,8,2923.561,0.989376
traffic_mpi_opt,6,2000000,0.50,8,1408.997,0.989639
traffic_mpi,6,5000000,0.50,8,6433.425,0.990273
traffic_mpi_opt,6,5000000,0.50,8,2581.729,0.988937
traffic_mpi,6,10000000,0.50,8,12405.905,0.989889
traffic_mpi_opt,6,10000000,0.50,8,4643.011,0.989543
traffic_mpi_opt,2,20000000,0.10,8,25253.349,1.000000
traffic_mpi_opt,2,20000000,0.30,8,25430.663,1.000000
traffic_mpi_opt,2,20000000,0.50,8,25555.353,0.989764
traffic_mpi_opt,2,20000000,0.70,8,25314.079,0.428513
traffic_mpi_opt,2,20000000,0.90,8,25519.166,0.111145
traffic_mpi_opt,3,20000000,0.10,8,17056.058,1.000000
traffic_mpi_opt,3,20000000,0.30,8,17254.250,1.000000
traffic_mpi_opt,3,20000000,0.50,8,17084.481,0.989786
traffic_mpi_opt,3,20000000,0.70,8,17233.928,0.428960
traffic_mpi_opt,3,20000000,0.90,8,17201.379,0.111025
traffic_mpi_opt,4,20000000,0.10,8,13044.146,1.000000
traffic_mpi_opt,4,20000000,0.30,8,12875.784,1.000000
traffic_mpi_opt,4,20000000,0.50,8,12976.432,0.990403
traffic_mpi_opt,4,20000000,0.70,8,12813.315,0.428648
traffic_mpi_opt,4,20000000,0.90,8,12882.483,0.111151
traffic_mpi,2,8000,0.50,9,30.243,0.994852
traffic_mpi_opt,2,8000,0.50,9,11.251,0.994852
traffic_mpi,2,64000,0.50,9,220.453,0.993221
traffic_mpi_opt,2,64000,0.50,9,79.371,0.993603
traffic_mpi,2,500000,0.50,9,1758.250,0.988804
traffic_mpi_opt,2,500000,0.50,9,663.553,0.986413
traffic_mpi,2,2000000,0.50,9,6950.895,0.989933
traffic_mpi_opt,2,2000000,0.50,9,2555.673,0.989460
traffic_mpi,2,5000000,0.50,9,17556.084,0.990797
traffic_mpi_opt,2,5000000,0.50,9,6390.076,0.990300
traffic_mpi,2,10000000,0.50,9,23428.245,0.990206
traffic_mpi_opt,2,10000000,0.50,9,13038.374,0.989563
traffic_mpi,3,8000,0.50,9,925.728,0.987351
traffic_mpi_opt,3,8000,0.50,9,926.113,0.975300
traffic_mpi,3,64000,0.50,9,931.354,0.988869
traffic_mpi_opt,3,64000,0.50,9,924.251,0.990794
traffic_mpi,3,500000,0.50,9,1362.224,0.987898
traffic_mpi_opt,3,500000,0.50,9,926.267,0.987420
traffic_mpi,3,2000000,0.50,9,4685.055,0.989884
traffic_mpi_opt,3,2000000,0.50,9,2141.699,0.990204
traffic_mpi,3,5000000,0.50,9,11745.621,0.989660
traffic_mpi_opt,3,5000000,0.50,9,4645.414,0.990448
traffic_mpi,3,10000000,0.50,9,23324.765,0.989969
traffic_mpi_opt,3,10000000,0.50,9,8723.429,0.990335
traffic_mpi,4,8000,0.50,9,954.042,0.978267
traffic_mpi_opt,4,8000,0.50,9,952.451,0.971440
traffic_mpi,4,64000,0.50,9,949.591,0.981724
traffic_mpi_opt,4,64000,0.50,9,938.776,0.977893
traffic_mpi,4,500000,0.50,9,1364.948,0.986611
traffic_mpi_opt,4,500000,0.50,9,941.761,0.991042
traffic_mpi,4,2000000,0.50,9,4072.904,0.990411
traffic_mpi_opt,4,2000000,0.50,9,1722.495,0.989471
traffic_mpi,4,5000000,0.50,9,9430.858,0.989765
traffic_mpi_opt,4,5000000,0.50,9,3625.649,0.988774
traffic_mpi,4,10000000,0.50,9,18440.610,0.990064
traffic_mpi_opt,4,10000000,0.50,9,6636.681,0.989471
traffic_mpi,5,8000,0.50,9,987.510,0.981867
traffic_mpi_opt,5,8000,0.50,9,988.144,0.956236
traffic_mpi,5,64000,0.50,9,981.908,0.990761
traffic_mpi_opt,5,64000,0.50,9,986.181,0.989097
traffic_mpi,5,500000,0.50,9,1328.594,0.988922
traffic_mpi_opt,5,500000,0.50,9,1054.743,0.987788
traffic_mpi,5,2000000,0.50,9,3482.041,0.991092
traffic_mpi_opt,5,2000000,0.50,9,1599.625,0.991556
traffic_mpi,5,5000000,0.50,9,7802.521,0.990021
traffic_mpi_opt,5,5000000,0.50,9,3111.517,0.990742
traffic_mpi,5,10000000,0.50,9,14695.971,0.989474
traffic_mpi_opt,5,10000000,0.50,9,5925.647,0.990219
traffic_mpi,6,8000,0.50,9,981.599,0.988937
traffic_mpi_opt,6,8000,0.50,9,974.409,0.987091
traffic_mpi,6,64000,0.50,9,968.193,0.981607
traffic_mpi_opt,6,64000,0.50,9,983.532,0.979876
traffic_mpi,6,500000,0.50,9,1171.521,0.988391
traffic_mpi_opt,6,500000,0.50,9,1011.940,0.989586
traffic_mpi,6,2000000,0.50,9,2905.773,0.989503
traffic_mpi_opt,6,2000000,0.50,9,1402.661,0.989456
traffic_mpi,6,5000000,0.50,9,6452.940,0.989312
traffic_mpi_opt,6,5000000,0.50,9,2601.243,0.990576
traffic_mpi,6,10000000,0.50,9,12418.045,0.989377
traffic_mpi_opt,6,10000000,0.50,9,4618.695,0.989954
traffic_mpi_opt,2,20000000,0.10,9,25496.518,1.000000
traffic_mpi_opt,2,20000000,0.30,9,25270.211,1.000000
traffic_mpi_opt,2,20000000,0.50,9,25610.639,0.990488
traffic_mpi_opt,2,20000000,0.70,9,25331.490,0.428750
traffic_mpi_opt,2,20000000,0.90,9,25293.463,0.111141
traffic_mpi_opt,3,20000000,0.10,9,17117.710,1.000000
traffic_mpi_opt,3,20000000,0.30,9,17001.214,1.000000
traffic_mpi_opt,3,20000000,0.50,9,17216.911,0.989886
traffic_mpi_opt,3,20000000,0.70,9,16994.504,0.428071
traffic_mpi_opt,3,20000000,0.90,9,17070.250,0.111060
traffic_mpi_opt,4,20000000,0.10,9,12815.191,1.000000
traffic_mpi_opt,4,20000000,0.30,9,12838.614,1.000000
traffic_mpi_opt,4,20000000,0.50,9,12798.512,0.989864
traffic_mpi_opt,4,20000000,0.70,9,12858.084,0.428757
traffic_mpi_opt,4,20000000,0.90,9,12949.511,0.111034
traffic_mpi,2,8000,0.50,10,28.953,0.999070
traffic_mpi_opt,2,8000,0.50,10,11.076,1.000000
traffic_mpi,2,64000,0.50,10,225.621,0.987444
traffic_mpi_opt,2,64000,0.50,10,81.021,0.980458
traffic_mpi,2,500000,0.50,10,1759.119,0.987054
traffic_mpi_opt,2,500000,0.50,10,646.301,0.987965
traffic_mpi,2,2000000,0.50,10,6975.124,0.989774
traffic_mpi_opt,2,2000000,0.50,10,2543.208,0.988953
traffic_mpi,2,5000000,0.50,10,17351.426,0.990955
traffic_mpi_opt,2,5000000,0.50,10,6443.448,0.990696
traffic_mpi,2,10000000,0.50,10,35174.976,0.989043
traffic_mpi_opt,2,10000000,0.50,10,12790.794,0.989810
traffic_mpi,3,8000,0.50,10,928.253,0.961232
traffic_mpi_opt,3,8000,0.50,10,927.996,0.997898
traffic_mpi,3,64000,0.50,10,926.411,0.979284
traffic_mpi_opt,3,64000,0.50,10,934.007,0.989602
traffic_mpi,3,500000,0.50,10,1374.748,0.988294
traffic_mpi_opt,3,500000,0.50,10,927.002,0.986681
traffic_mpi,3,2000000,0.50,10,4678.030,0.988818
traffic_mpi_opt,3,2000000,0.50,10,2118.693,0.988635
traffic_mpi,3,5000000,0.50,10,11635.268,0.990935
traffic_mpi_opt,3,5000000,0.50,10,4673.149,0.990011
traffic_mpi,3,10000000,0.50,10,23648.859,0.990016
traffic_mpi_opt,3,10000000,0.50,10,8797.765,0.990425
traffic_mpi,4,8000,0.50,10,937.529,0.999428
traffic_mpi_opt,4,8000,0.50,10,952.833,0.988129
traffic_mpi,4,64000,0.50,10,951.222,0.989240
traffic_mpi_opt,4,64000,0.50,10,959.365,0.984575
traffic_mpi,4,500000,0.50,10,1368.652,0.988282
traffic_mpi_opt,4,500000,0.50,10,947.175,0.991030
traffic_mpi,4,2000000,0.50,10,4032.815,0.990082
traffic_mpi_opt,4,2000000,0.50,10,1699.099,0.990299
traffic_mpi,4,5000000,0.50,10,9450.650,0.989805
traffic_mpi_opt,4,5000000,0.50,10,3536.015,0.988658
traffic_mpi,4,10000000,0.50,10,18361.054,0.989949
traffic_mpi_opt,4,10000000,0.50,10,6732.910,0.989497
traffic_mpi,5,8000,0.50,10,999.010,0.999775
traffic_mpi_opt,5,8000,0.50,10,1010.105,0.963786
traffic_mpi,5,64000,0.50,10,997.918,0.985814
traffic_mpi_opt,5,64000,0.50,10,991.337,0.984829
traffic_mpi,5,500000,0.50,10,1332.766,0.988028
traffic_mpi_opt,5,500000,0.50,10,1052.988,0.987918
traffic_mpi,5,2000000,0.50,10,3486.815,0.988759
traffic_mpi_opt,5,2000000,0.50,10,1615.798,0.988754
traffic_mpi,5,5000000,0.50,10,7827.624,0.989035
traffic_mpi_opt,5,5000000,0.50,10,3119.287,0.990107
traffic_mpi,5,10000000,0.50,10,15092.883,0.989755
traffic_mpi_opt,5,10000000,0.50,10,5494.849,0.990180
traffic_mpi,6,8000,0.50,10,975.768,0.994956
traffic_mpi_opt,6,8000,0.50,10,978.427,0.971475
traffic_mpi,6,64000,0.50,10,968.390,0.987483
traffic_mpi_opt,6,64000,0.50,10,950.597,0.986404
traffic_mpi,6,500000,0.50,10,1189.037,0.990587
traffic_mpi_opt,6,500000,0.50,10,1012.996,0.989772
traffic_mpi,6,2000000,0.50,10,2919.829,0.989055
traffic_mpi_opt,6,2000000,0.50,10,1402.313,0.989852
traffic_mpi,6,5000000,0.50,10,6455.042,0.989649
traffic_mpi_opt,6,5000000,0.50,10,2615.429,0.990616
traffic_mpi,6,10000000,0.50,10,12414.652,0.988955
traffic_mpi_opt,6,10000000,0.50,10,4531.214,0.989666
traffic_mpi_opt,2,20000000,0.10,10,25505.553,1.000000
traffic_mpi_opt,2,20000000,0.30,10,25209.442,1.000000
traffic_mpi_opt,2,20000000,0.50,10,25480.052,0.990315
traffic_mpi_opt,2,20000000,0.70,10,25124.043,0.428685
traffic_mpi_opt,2,20000000,0.90,10,25285.683,0.110994
traffic_mpi_opt,3,20000000,0.10,10,17007.072,1.000000
traffic_mpi_opt,3,20000000,0.30,10,17063.130,1.000000
traffic_mpi_opt,3,20000000,0.50,10,17122.124,0.990867
traffic_mpi_opt,3,20000000,0.70,10,17230.784,0.428488
traffic_mpi_opt,3,20000000,0.90,10,17015.366,0.111162
traffic_mpi_opt,4,20000000,0.10,10,12967.675,1.000000
traffic_mpi_opt,4,20000000,0.30,10,12896.083,1.000000
traffic_mpi_opt,4,20000000,0.50,10,12873.339,0.989995
traffic_mpi_opt,4,20000000,0.70,10,12697.058,0.428601
traffic_mpi_opt,4,20000000,0.90,10,12927.843,0.111029
